	t	year	month	day hour	Te	RHe_water	ws	wd	Rglob	Rdif	Rbeam	precip
     315    2007       1      14       2    -0.1    93.0     5.0   300.0     0.0     0.0     0.0    0.00
     316    2007       1      14       3    -1.2    94.0     4.0   300.0     0.0     0.0     0.0    0.00
     317    2007       1      14       4    -2.2    95.0     3.0   210.0     0.0     0.0     0.0    0.00
     318    2007       1      14       5    -3.3    96.0     2.0   210.0     0.0     0.0     0.0    0.00
     319    2007       1      14       6    -3.0    96.7     2.3   210.0     0.0     0.0     0.0    0.00
     320    2007       1      14       7    -2.6    97.3     2.7   140.0     0.0     0.0     0.0    0.00
     321    2007       1      14       8    -2.3    98.0     3.0   140.0     0.0     0.0     0.0    0.00
     322    2007       1      14       9    -1.3    96.3     4.0   140.0     0.0     0.0     0.0    0.00
     323    2007       1      14      10    -0.3    94.7     5.0   140.0     3.1     3.1     0.0    0.00
     324    2007       1      14      11     0.7    93.0     6.0   140.0    15.8    15.6     1.7    0.22
     325    2007       1      14      12     0.4    95.0     7.0   140.0    28.6    28.6     0.0    0.33
     326    2007       1      14      13     0.2    97.0     8.0   130.0    18.1    18.1     0.0    0.33
     327    2007       1      14      14    -0.1    99.0     9.0   130.0    18.3    18.3     0.0    0.77
     328    2007       1      14      15     0.7    99.3     8.0   130.0    14.7    14.7     0.0    1.75
     329    2007       1      14      16     1.5    99.7     7.0   190.0     8.9     8.9     0.0    2.19
     330    2007       1      14      17     2.3   100.0     6.0   190.0     0.0     0.0     0.0    1.64
     331    2007       1      14      18     2.2    99.7     5.3   190.0     0.0     0.0     0.0    0.66
     332    2007       1      14      19     2.0    99.3     4.7   130.0     0.0     0.0     0.0    0.00
     333    2007       1      14      20     1.9    99.0     4.0   130.0     0.0     0.0     0.0    0.00
     334    2007       1      14      21     1.8    99.0     3.7   130.0     0.0     0.0     0.0    0.22
     335    2007       1      14      22     1.6    99.0     3.3    30.0     0.0     0.0     0.0    0.00
     336    2007       1      14      23     1.5    99.0     3.0    30.0     0.0     0.0     0.0    0.09
     337    2007       1      14       0     1.3    99.0     4.0    30.0     0.0     0.0     0.0    0.47
     338    2007       1      14       1     1.2    99.0     5.0   350.0     0.0     0.0     0.0    0.57
     339    2007       1      15       2     1.0    99.0     6.0   350.0     0.0     0.0     0.0    0.28
     340    2007       1      15       3     0.7    95.3     8.0   350.0     0.0     0.0     0.0    0.00
     341    2007       1      15       4     0.5    91.7    10.0   350.0     0.0     0.0     0.0    0.28
     342    2007       1      15       5     0.2    88.0    12.0   350.0     0.0     0.0     0.0    0.00
     343    2007       1      15       6    -0.2    87.7    10.7   350.0     0.0     0.0     0.0    0.00
     344    2007       1      15       7    -0.5    87.3     9.3   340.0     0.0     0.0     0.0    0.00
     345    2007       1      15       8    -0.9    87.0     8.0   340.0     0.0     0.0     0.0    0.00
     346    2007       1      15       9    -1.3    87.3     7.3   340.0     0.0     0.0     0.0    0.00
     347    2007       1      15      10    -1.8    87.7     6.7   300.0    15.3    15.3     0.0    0.00
     348    2007       1      15      11    -2.2    88.0     6.0   300.0    67.5    24.8   366.4    0.00
     349    2007       1      15      12    -2.7    89.0     4.0   300.0   106.9    52.9   365.5    0.00
     350    2007       1      15      13    -3.2    90.0     2.0   300.0    78.1    59.3   126.9    0.00
     351    2007       1      15      14    -3.7    91.0     0.0     0.0    50.8    50.8     0.0    0.00
     352    2007       1      15      15    -2.9    91.3     1.3   170.0    26.7    26.7     0.0    0.00
     353    2007       1      15      16    -2.0    91.7     2.7   170.0     5.0     5.0     0.0    0.00
     354    2007       1      15      17    -1.2    92.0     4.0   170.0     0.0     0.0     0.0    0.00
     355    2007       1      15      18    -0.6    93.7     5.0   170.0     0.0     0.0     0.0    0.10
     356    2007       1      15      19     0.1    95.3     6.0   160.0     0.0     0.0     0.0    0.45
     357    2007       1      15      20     0.7    97.0     7.0   160.0     0.0     0.0     0.0    0.85
     358    2007       1      15      21     0.8    97.7     5.7   160.0     0.0     0.0     0.0    0.55
     359    2007       1      15      22     0.9    98.3     4.3   250.0     0.0     0.0     0.0    0.15
     360    2007       1      15      23     1.0    99.0     3.0   250.0     0.0     0.0     0.0    0.14
     361    2007       1      15       0     0.6    99.0     3.0   250.0     0.0     0.0     0.0    0.00
     362    2007       1      15       1     0.2    99.0     3.0   250.0     0.0     0.0     0.0    0.00
     363    2007       1      16       2    -0.2    99.0     3.0   250.0     0.0     0.0     0.0    0.00
     364    2007       1      16       3     0.4    99.0     3.3   250.0     0.0     0.0     0.0    0.00
     365    2007       1      16       4     1.0    99.0     3.7   180.0     0.0     0.0     0.0    0.00
     366    2007       1      16       5     1.6    99.0     4.0   180.0     0.0     0.0     0.0    0.00
     367    2007       1      16       6     2.3    98.3     5.3   180.0     0.0     0.0     0.0    0.00
     368    2007       1      16       7     3.1    97.7     6.7   210.0     0.0     0.0     0.0    0.00
     369    2007       1      16       8     3.8    97.0     8.0   210.0     0.0     0.0     0.0    0.00
     370    2007       1      16       9     3.8    95.7     8.7   210.0     0.0     0.0     0.0    0.86
     371    2007       1      16      10     3.7    94.3     9.3   210.0     1.4     1.4     0.0    0.00
     372    2007       1      16      11     3.7    93.0    10.0   210.0    10.3    10.1     1.7    0.00
     373    2007       1      16      12     4.1    91.0     9.7   210.0     8.9     8.6     1.7    0.00
     374    2007       1      16      13     4.4    89.0     9.3   240.0    16.7    16.4     1.7    0.50
     375    2007       1      16      14     4.8    87.0     9.0   240.0    53.3    49.4    32.6    0.00
     376    2007       1      16      15     4.3    84.0     8.3   240.0    37.2    37.2     0.0    0.00
     377    2007       1      16      16     3.8    81.0     7.7   260.0    12.5    12.5     0.0    0.00
     378    2007       1      16      17     3.3    78.0     7.0   260.0     0.0     0.0     0.0    0.00
     379    2007       1      16      18     2.5    77.0     6.0   260.0     0.0     0.0     0.0    0.00
     380    2007       1      16      19     1.8    76.0     5.0   260.0     0.0     0.0     0.0    0.00
     381    2007       1      16      20     1.0    75.0     4.0   260.0     0.0     0.0     0.0    0.00
     382    2007       1      16      21     1.0    78.3     4.3   260.0     0.0     0.0     0.0    0.00
     383    2007       1      16      22     0.9    81.7     4.7   230.0     0.0     0.0     0.0    0.00
     384    2007       1      16      23     0.9    85.0     5.0   230.0     0.0     0.0     0.0    0.00
     385    2007       1      16       0     0.9    85.0     5.3   230.0     0.0     0.0     0.0    0.00
     386    2007       1      16       1     0.8    85.0     5.7   250.0     0.0     0.0     0.0    0.00
     387    2007       1      17       2     0.8    85.0     6.0   250.0     0.0     0.0     0.0    0.00
     388    2007       1      17       3     0.9    80.3     7.0   250.0     0.0     0.0     0.0    0.00
     389    2007       1      17       4     1.0    75.7     8.0   260.0     0.0     0.0     0.0    0.00
     390    2007       1      17       5     1.1    71.0     9.0   260.0     0.0     0.0     0.0    0.00
     391    2007       1      17       6     0.9    70.0     8.7   260.0     0.0     0.0     0.0    0.00
     392    2007       1      17       7     0.7    69.0     8.3   270.0     0.0     0.0     0.0    0.00
     393    2007       1      17       8     0.5    68.0     8.0   270.0     0.0     0.0     0.0    0.00
     394    2007       1      17       9     0.6    68.3     7.3   270.0     0.0     0.0     0.0    0.00
     395    2007       1      17      10     0.7    68.7     6.7   270.0    18.3    18.3     0.0    0.00
     396    2007       1      17      11     0.8    69.0     6.0   270.0    68.3    25.6   345.3    0.00
     397    2007       1      17      12     1.1    67.7     6.3   270.0   112.8    39.1   476.4    0.00
     398    2007       1      17      13     1.5    66.3     6.7   270.0   132.5    37.8   612.1    0.00
     399    2007       1      17      14     1.8    65.0     7.0   270.0   115.8    33.8   654.1    0.00
     400    2007       1      17      15     0.9    69.0     6.3   270.0    68.9    68.9     0.0    0.00
     401    2007       1      17      16    -0.1    73.0     5.7   240.0    12.2    12.2     0.0    0.00
     402    2007       1      17      17    -1.0    77.0     5.0   240.0     0.0     0.0     0.0    0.00
     403    2007       1      17      18    -1.5    81.0     4.3   240.0     0.0     0.0     0.0    0.00
     404    2007       1      17      19    -1.9    85.0     3.7   230.0     0.0     0.0     0.0    0.00
     405    2007       1      17      20    -2.4    89.0     3.0   230.0     0.0     0.0     0.0    0.00
     406    2007       1      17      21    -2.2    89.3     2.3   230.0     0.0     0.0     0.0    0.00
     407    2007       1      17      22    -1.9    89.7     1.7   160.0     0.0     0.0     0.0    0.00
     408    2007       1      17      23    -1.7    90.0     1.0   160.0     0.0     0.0     0.0    0.00
     409    2007       1      17       0    -1.0    92.3     2.3   160.0     0.0     0.0     0.0    0.00
     410    2007       1      17       1    -0.4    94.7     3.7   150.0     0.0     0.0     0.0    0.00
     411    2007       1      18       2     0.3    97.0     5.0   150.0     0.0     0.0     0.0    0.21
     412    2007       1      18       3     1.0    97.7     5.3   150.0     0.0     0.0     0.0    1.14
     413    2007       1      18       4     1.6    98.3     5.7   150.0     0.0     0.0     0.0    1.14
     414    2007       1      18       5     2.3    99.0     6.0   150.0     0.0     0.0     0.0    1.34
     415    2007       1      18       6     2.9    97.7     8.0   150.0     0.0     0.0     0.0    3.62
     416    2007       1      18       7     3.4    96.3    10.0   200.0     0.0     0.0     0.0    1.65
     417    2007       1      18       8     4.0    95.0    12.0   200.0     0.0     0.0     0.0    1.65
     418    2007       1      18       9     4.1    94.3    11.7   200.0     0.0     0.0     0.0    1.24
     419    2007       1      18      10     4.2    93.7    11.3   210.0     2.5     2.5     0.0    0.31
     420    2007       1      18      11     4.3    93.0    11.0   210.0    21.9    21.9     0.0    0.74
     421    2007       1      18      12     3.8    92.7    10.0   210.0    26.1    26.1     0.0    0.74
     422    2007       1      18      13     3.2    92.3     9.0   240.0    28.1    28.1     0.0    0.56
     423    2007       1      18      14     2.7    92.0     8.0   240.0    48.6    48.6     0.0    0.37
     424    2007       1      18      15     2.4    91.7     7.7   240.0    49.7    49.7     0.0    1.11
     425    2007       1      18      16     2.0    91.3     7.3   240.0     7.8     7.8     0.0    0.00
     426    2007       1      18      17     1.7    91.0     7.0   240.0     0.0     0.0     0.0    0.00
     427    2007       1      18      18     1.7    92.0     7.0   240.0     0.0     0.0     0.0    0.00
     428    2007       1      18      19     1.6    93.0     7.0   230.0     0.0     0.0     0.0    0.00
